航次ID,船舶ID,进泊时间,离泊时间,船长,船宽,载重吨,船舶类型代码A,船舶类型代码B,泊位位置
648,440151000,1685057753,1685125562,304,40,80866,B,A,121.86442501839048 29.938071272210003
649,374508000,1701269869,1701335893,172,28,23484,B,A,121.86982971079169 29.93642695035784
650,413255730,1697275959,1697346137,96,15,4060,C,B,121.9561103968495 29.95190766488247
651,416072000,1703990839,1704157351,149,24,19999,C,B,121.89906923112821 29.93256276320894
652,636021885,1701146389,1701497823,330,60,297168,D,C,121.8177632951752 29.95400256789684
653,563152300,1675966804,1676008423,266,32,51822,B,A,122.03102823282664 29.89508922632821
654,636017848,1687433758,1687564848,295,46,180156,E,D,121.88299170323923 29.936601974988143
655,477454100,1705200083,1705276355,368,51,150775,B,A,121.92547188203457 29.936120717921202
656,636022814,1704633737,1704658692,172,28,24286,B,A,122.02459458045499 29.78192432924778
657,441401000,1687943230,1687993703,299,40,85523,B,A,121.83825180579714 29.945235140108068
658,311000344,1678782423,1679358736,225,36,54494,A,B,121.9808752760512 29.936644381754785
659,636019193,1697871683,1697955140,295,46,180371,E,D,122.07685838333425 29.893054494052702
660,241577000,1691287584,1691475627,336,60,319398,D,C,121.99610422984635 29.92340472293356
661,563053300,1693455191,1693560718,353,54,178257,B,A,122.0464197431265 29.8909733510863
662,563110500,1677044462,1677285329,230,37,55075,A,C,121.97377818306916 29.945100713933336
663,235102679,1678602418,1678714000,335,46,103891,B,A,122.01299469099648 29.772993330553064
664,205195000,1703735083,1703980767,300,50,210203,E,D,122.07685838333425 29.893054494052702
665,352001272,1686735653,1686867829,99,17,4974,A,B,121.89868694105951 29.931472410600644
666,636021097,1692063296,1692112684,146,23,13715,B,A,121.83825180579714 29.945235140108068
667,563084800,1704727568,1704727717,300,43,78268,B,A,122.01559181743525 29.774331830243206
668,414758000,1686734759,1686818202,255,37,67001,B,A,122.00491060230848 29.76673611935694
669,477524500,1673857441,1674107110,300,49,211122,E,D,122.07685838333425 29.893054494052702
670,374666000,1693705413,1693877695,89,14,3999,C,B,121.9529721578593 29.94995541645756
671,373336000,1697345376,1697594283,183,32,46803,C,B,121.74391419091693 29.98181953364116
672,477250700,1689574819,1689640392,143,23,12599,B,A,122.06350371165705 29.891022988210633
673,219302000,1678151932,1678243062,160,27,24232,A,B,121.89581318351006 29.93222177093501
674,413371050,1688521487,1688605352,91,13,3379,C,B,121.89868694105951 29.931472410600644
675,477159500,1676439719,1676599235,333,60,310970,D,C,121.99610422984635 29.92340472293356
676,447025000,1706155976,1706414699,333,60,319634,D,C,121.81345119675835 29.956549406214588
677,563591000,1680847137,1681013227,333,60,299984,D,C,121.9900784144446 29.92800063526856
678,538008128,1680013756,1680331498,292,45,180377,E,D,121.8854311014227 29.935859473467904
679,525009331,1694594213,1695277110,99,18,4285,A,B,121.8960833011353 29.93290032975045
680,477100100,1684559861,1684733847,333,60,310574,D,C,121.99610422984635 29.92340472293356
681,563140200,1693634136,1693874876,230,36,55087,A,B,121.74391419091693 29.98181953364116
682,440280000,1701994162,1702101679,145,23,12180,B,A,121.92225542141885 29.921236299120544
683,440189000,1694848851,1694903982,304,40,80811,B,A,121.87415299792524 29.935347915226927
684,352001126,1702110290,1702254848,127,20,12873,C,C,121.97812002297549 29.939168019254215
685,636014580,1698578987,1698717546,292,45,182060,E,D,122.07685838333425 29.893054494052702
686,370354000,1681959558,1682041627,143,22,12782,B,A,121.92225542141885 29.921236299120544
687,352980788,1704821248,1704927904,400,62,241960,B,A,122.01772291936598 29.776682898612826
688,413329850,1689938762,1689980880,145,23,12696,B,A,121.92151130212007 29.93412576257949
689,477182400,1672574679,1672667968,335,43,101566,B,A,122.00749578533595 29.76871274276176
690,431027000,1691332225,1691413706,304,40,80220,B,A,121.87415299792524 29.935347915226927
691,636019102,1679899039,1680046486,292,45,179469,E,D,121.88299170323923 29.936601974988143
692,538008691,1697902933,1697937144,171,28,23415,B,A,121.83557254458088 29.946175822681994
693,538005330,1687680111,1687783463,292,45,179185,E,D,121.88299170323923 29.936601974988143
694,563231000,1691925046,1692034890,398,51,176887,B,A,122.02107120092448 29.778912029292396
695,373275000,1683256737,1683427449,292,45,180818,E,D,121.88299170323923 29.936601974988143
696,538004949,1689158414,1689317595,292,45,179134,E,D,122.07685838333425 29.893054494052702
697,636093010,1675933274,1675960355,171,32,31095,B,A,121.84116957510483 29.944137794036124
698,441799000,1673325286,1673414039,108,18,6499,C,B,121.77782813498385 29.974398546735802
699,413472910,1680572964,1680647438,119,19,5562,A,B,121.8960833011353 29.93290032975045
700,538005751,1676846255,1676894406,255,37,65165,B,A,121.83825180579714 29.945235140108068
701,477915400,1683956216,1684132386,292,45,178332,E,D,122.07685838333425 29.893054494052702
702,477779800,1697961115,1698124679,295,46,180335,E,D,122.07685838333425 29.893054494052702
703,356565000,1679708480,1679777078,293,40,72912,B,A,121.86670274091357 29.937366869184032
704,255803450,1686626827,1686673741,340,46,123281,B,A,122.03704830124349 29.893930377836373
705,525010240,1690357938,1690525708,100,14,3821,A,B,121.89581318351006 29.93222177093501
706,477915200,1704467476,1704521333,148,23,13281,B,A,122.00190326744374 29.764757824193353
707,373922000,1706572155,1706772764,292,45,181279,E,D,121.8854311014227 29.935859473467904
708,440304000,1692861552,1692931020,117,20,11747,C,B,121.89906923112821 29.93256276320894
709,477157400,1677124887,1677228008,400,59,198485,B,A,122.02107120092448 29.778912029292396
710,355705000,1704678023,1704852287,330,60,299999,D,C,121.8177632951752 29.95400256789684
711,219039000,1703831688,1703974890,399,58,190326,B,A,122.0464197431265 29.8909733510863
712,431787000,1698275189,1698425129,400,59,196384,B,A,121.92909140408368 29.938775522735195
713,215219000,1706060926,1706177591,396,54,186470,B,A,122.01772291936598 29.776682898612826
714,477855900,1692514394,1692560676,172,28,21196,B,A,121.92547188203457 29.936120717921202
715,477224100,1681431897,1681522225,143,23,12560,B,A,122.03102823282664 29.89508922632821
716,441346000,1686801922,1686874661,93,15,4050,C,B,121.75102788409284 29.976417555460966
717,636017850,1700285772,1700368940,295,46,180125,E,D,122.07685838333425 29.893054494052702
718,563017800,1684134264,1684261511,353,54,178257,B,A,122.03704830124349 29.893930377836373
719,416072000,1694921745,1695186254,149,24,19999,C,B,121.89906923112821 29.93256276320894
720,257928000,1679814674,1680341522,225,36,55047,A,C,121.97377818306916 29.945100713933336
721,352984000,1675217487,1675300571,186,32,47236,C,B,121.74391419091693 29.98181953364116
722,636020823,1686974050,1687060668,183,32,49800,C,B,121.78323817164318 29.97243550629892
723,538009693,1688156917,1688180454,147,24,13075,B,A,121.93228463787132 29.940084640162464
724,477348300,1697925708,1698043905,337,48,119368,B,A,122.06000013409714 29.890552673105862
725,373404000,1685926305,1686035227,366,48,175327,B,A,122.06000013409714 29.890552673105862
726,636020475,1677491655,1677536550,300,40,81171,B,A,122.05636332082932 29.890401487700096
727,373319000,1705903859,1705941862,171,28,22217,B,A,122.02459458045499 29.78192432924778
728,477441200,1688711251,1689015796,295,46,180429,E,D,121.88299170323923 29.936601974988143
729,371483000,1698802648,1698905662,141,25,19848,C,B,121.9529721578593 29.94995541645756
730,538003181,1681516995,1681581080,170,25,20351,B,A,122.00190326744374 29.764757824193353
731,477594500,1691482321,1691710758,183,34,46178,D,C,122.11536286626986 29.9081121196694
732,538010182,1682583874,1682735891,229,37,58207,A,C,121.97377818306916 29.945100713933336
733,352001627,1701844977,1701926307,100,18,5179,A,B,121.89906923112821 29.93256276320894
734,357463000,1677566592,1677665310,399,59,198886,B,A,122.02107120092448 29.778912029292396
735,413444430,1687498499,1687583158,114,17,6473,C,B,121.78323817164318 29.97243550629892
736,249357000,1697182739,1697332627,150,23,19932,C,B,121.9529721578593 29.94995541645756
737,574001760,1697285935,1697342038,98,15,3095,D,C,122.11536286626986 29.9081121196694
738,636021306,1687867798,1687943486,304,40,85622,B,A,121.86982971079169 29.93642695035784
739,416068000,1683078182,1683333774,149,24,19999,C,B,121.89906923112821 29.93256276320894
740,636020143,1700291751,1700439278,333,60,320105,D,C,121.8177632951752 29.95400256789684
741,636092984,1692537372,1692567925,222,30,37905,B,A,121.86982971079169 29.93642695035784
742,357203000,1686094128,1686295405,254,43,115088,E,D,121.88299170323923 29.936601974988143
743,636020579,1693300783,1693374627,292,45,178978,E,D,122.07685838333425 29.893054494052702
744,636022611,1689613422,1689677377,222,30,39443,B,A,122.06000013409714 29.890552673105862
745,564575000,1701398925,1701481305,368,51,152343,B,A,122.01772291936598 29.776682898612826
746,563167300,1705212408,1705384496,182,32,52422,C,C,121.81345119675835 29.956549406214588
747,636092863,1682703639,1682746467,209,30,34740,B,A,121.92547188203457 29.936120717921202
748,538004558,1689563512,1689648150,140,21,14484,D,C,122.11536286626986 29.9081121196694
749,370442000,1701645416,1701682415,269,32,51870,B,A,121.84116957510483 29.944137794036124
750,477105300,1704416812,1704506140,260,32,50869,B,A,122.03704830124349 29.893930377836373
751,305482000,1704017381,1704060149,212,30,34270,B,A,121.92909140408368 29.938775522735195
752,563113800,1685611368,1685689141,120,19,9120,A,B,121.8960833011353 29.93290032975045
753,440290000,1673657921,1673676026,92,15,3456,C,B,121.75102788409284 29.976417555460966
754,563200900,1704679725,1704954407,230,36,57961,A,C,121.97377818306916 29.945100713933336
755,416072000,1700964146,1701054190,149,24,19999,C,B,121.8960833011353 29.93290032975045
756,563157300,1697980740,1698059504,134,22,11424,B,A,121.93228463787132 29.940084640162464
757,352980856,1705025770,1705114607,127,20,12900,C,B,121.89581318351006 29.93222177093501
758,353743000,1688613524,1688694255,120,19,8764,A,B,121.8960833011353 29.93290032975045
759,219045000,1686143951,1686335723,399,58,190326,B,A,122.05279860785562 29.890331949101153
760,353066000,1672808758,1672877244,183,28,24261,B,A,122.06350371165705 29.891022988210633
761,538009961,1706309117,1706411661,289,45,175874,E,D,121.88299170323923 29.936601974988143
762,241576000,1675397506,1675561784,336,60,319398,D,C,121.9900784144446 29.92800063526856
763,477615500,1678519010,1678589371,176,31,40166,C,B,121.74391419091693 29.98181953364116
764,636022601,1697153684,1697339323,400,61,240739,B,A,122.0464197431265 29.8909733510863
765,305482000,1692739015,1692779434,212,30,34270,B,A,121.92909140408368 29.938775522735195
766,211578000,1702465035,1702512509,366,48,142023,B,A,121.83278587017914 29.947227829201804
767,440375000,1673963341,1674005537,148,23,12631,B,A,121.92151130212007 29.93412576257949
768,563812000,1672994867,1673046383,269,32,51300,B,A,121.83278587017914 29.947227829201804
769,256169000,1699407781,1699497668,300,49,116422,B,A,122.02459458045499 29.78192432924778
770,352002817,1702889144,1703139774,179,32,46166,C,B,121.74391419091693 29.98181953364116
771,477103400,1706560298,1706673732,110,20,7995,D,C,122.11536286626986 29.9081121196694
772,636093035,1692094844,1692180510,115,16,7325,A,B,121.9561103968495 29.95190766488247
773,636022170,1703453541,1703596410,292,45,182064,E,D,121.8854311014227 29.935859473467904
774,440266000,1675218854,1675392878,336,60,299981,D,C,121.9900784144446 29.92800063526856
775,357138000,1704173209,1704258179,98,16,3764,A,B,121.89868694105951 29.931472410600644
776,352001150,1678065439,1678148981,96,15,3124,A,B,121.89868694105951 29.931472410600644
777,352978162,1698631937,1698711410,96,15,3143,A,B,121.89868694105951 29.931472410600644
778,441586000,1676618662,1676683115,105,16,5666,C,B,121.77782813498385 29.974398546735802
779,258802000,1678160799,1678246896,182,32,49622,C,B,121.8960833011353 29.93290032975045
780,308171000,1683689174,1683700957,315,50,121963,A,C,122.09094289999453 29.897187190163223
781,355705000,1677488573,1677716965,330,60,299999,D,C,121.9900784144446 29.92800063526856
782,564300000,1684025297,1684106791,116,19,9016,C,B,121.75102788409284 29.976417555460966
783,255806255,1692809836,1692883961,275,40,68228,B,A,121.86670274091357 29.937366869184032
784,256828000,1679721304,1679816277,292,45,177935,E,D,121.88299170323923 29.936601974988143
785,413444420,1677743217,1677830164,115,17,6513,C,B,121.89906923112821 29.93256276320894
786,352001261,1684348337,1684400284,195,33,33541,B,A,122.02459458045499 29.78192432924778
787,477851200,1697965045,1698209151,255,43,114601,E,D,121.88299170323923 29.936601974988143
788,372160000,1706066917,1706299723,292,45,179234,E,D,121.88299170323923 29.936601974988143
789,440375000,1682480560,1682516217,148,23,12631,B,A,121.92547188203457 29.936120717921202
790,215159000,1682395587,1682483675,295,33,65987,B,A,121.86670274091357 29.937366869184032
791,413593850,1675306110,1675387052,108,18,6111,D,C,122.11536286626986 29.9081121196694
792,563073700,1698417304,1698499028,299,40,84868,B,A,122.03102823282664 29.89508922632821
793,241854000,1690794706, None,336,60,299995,D,C,121.99610422984635 29.92340472293356
794,563491000,1682233311,1682255789,255,37,65128,B,A,121.86014084053872 29.939446239013918
795,563127500,1685340421,1685428055,256,38,58252,B,A,121.86442501839048 29.938071272210003
796,357463000,1693116715,1693250756,399,59,198886,B,A,122.01772291936598 29.776682898612826
797,416067000,1676776037,1676936618,149,24,19999,C,B,121.8960833011353 29.93290032975045
798,352898801,1704851350,1705112395,225,32,73852,E,D,122.07685838333425 29.893054494052702
799,636021679,1676689689,1676874616,330,60,299847,D,C,121.81345119675835 29.956549406214588
800,353903000,1686811260,1686865294,293,40,72890,B,A,122.00991809253446 29.771098138093954
801,241391000,1698749913,1698989134,292,45,179218,E,D,121.8854311014227 29.935859473467904
802,564318000,1686664594,1686870176,300,48,187882,E,D,122.07685838333425 29.893054494052702
803,371169000,1704787562,1704937976,289,45,175569,E,D,121.88299170323923 29.936601974988143
804,305482000,1706456737,1706503478,212,30,34270,B,A,121.93228463787132 29.940084640162464
805,373837000,1684816804,1684900348,107,17,7330,C,B,121.77782813498385 29.974398546735802
806,538002666,1682305686,1682355624,170,25,20307,B,A,122.00491060230848 29.76673611935694
807,353719000,1690293352,1690330722,294,32,70753,B,A,122.03704830124349 29.893930377836373
808,440141000,1684409309,1684484574,304,40,80855,B,A,121.86670274091357 29.937366869184032
809,538009083,1698819658,1699069760,336,60,299997,D,C,121.81345119675835 29.956549406214588
810,563140100,1673584386,1673676993,115,19,8612,A,B,121.89581318351006 29.93222177093501
811,352001359,1677382807,1677472658,109,18,6829,C,B,121.89581318351006 29.93222177093501
812,440225000,1684998744,1685079368,117,21,11420,C,B,121.78323817164318 29.97243550629892
813,248859000,1692334351,1692485810,292,45,179430,E,D,121.88299170323923 29.936601974988143
814,566407000,1689315391,1689430678,354,46,125307,B,A,122.02459458045499 29.78192432924778
815,413444420,1698486908,1698571926,115,17,6513,C,B,121.89906923112821 29.93256276320894
816,416068000,1691643016,1691800292,149,24,19999,C,B,121.89906923112821 29.93256276320894
817,352001272,1703291624,1703374263,99,17,4974,A,B,121.89906923112821 29.93256276320894
818,477793100,1675306403,1675396151,333,60,318123,D,C,121.81345119675835 29.956549406214588
819,563152300,1673096040,1673146324,266,32,51822,B,A,122.03102823282664 29.89508922632821
820,354401000,1705137340,1705173770,172,27,22386,B,A,121.83825180579714 29.945235140108068
821,538009826,1700382708,1700624433,227,37,59320,A,C,121.74391419091693 29.98181953364116
822,354280000,1681001665,1681091545,105,16,4036,A,B,121.9561103968495 29.95190766488247
823,352070000,1704698727,1704769930,231,32,41982,B,A,122.03102823282664 29.89508922632821
824,352001127,1677399736,1677552882,333,60,317441,D,C,121.8177632951752 29.95400256789684
825,636022743,1684053548,1684191983,100,18,5157,A,B,121.89868694105951 29.931472410600644
826,416067000,1704592260,1704853702,149,24,19999,C,B,121.89906923112821 29.93256276320894
827,441872000,1693291692,1693329633,146,23,11898,B,A,121.92151130212007 29.93412576257949
828,566796000,1678339186,1678402341,398,51,176515,B,A,122.02107120092448 29.778912029292396
829,416067000,1686819839,1686902992,149,24,19999,C,B,121.89906923112821 29.93256276320894
830,477630400,1676904751,1676929022,132,19,8279,B,A,121.92547188203457 29.936120717921202
831,310528000,1699336595,1699493403,283,44,79084,A,C,122.09094289999453 29.897187190163223
832,440215000,1703378692,1703487524,106,18,4998,A,B,121.89906923112821 29.93256276320894
833,477293900,1674379995,1674471655,335,49,121805,B,A,122.01299469099648 29.772993330553064
834,372956000,1688804729,1688879990,174,28,35058,C,B,121.75439821138373 29.979150371202415
835,352001272,1692592286,1692673484,99,17,4974,A,B,121.89868694105951 29.931472410600644
836,416067000,1697695968,1697939942,149,24,19999,C,B,121.89906923112821 29.93256276320894
837,352132000,1701228841,1701302378,95,16,3752,A,B,121.89906923112821 29.93256276320894
838,563062700,1691741177,1691780671,208,30,34409,B,A,121.83825180579714 29.945235140108068
839,477630400,1672553024,1672569421,132,19,8279,B,A,121.93228463787132 29.940084640162464
840,374028000,1698541671,1698627975,96,15,3260,A,B,121.89868694105951 29.931472410600644
841,440215000,1706766275,1706851277,106,18,4998,A,B,121.89906923112821 29.93256276320894
842,563162000,1697874731,1698001084,300,50,206068,E,D,121.8854311014227 29.935859473467904
843,372072000,1703740574,1703912147,96,15,3200,A,B,121.89906923112821 29.93256276320894
844,352480000,1678077108,1678156988,147,25,19997,C,B,121.75439821138373 29.979150371202415
845,219630000,1688175142,1688378723,399,60,214121,B,A,122.0464197431265 29.8909733510863
846,219019094,1675729084,1675823211,399,60,213971,B,A,122.05636332082932 29.890401487700096
847,477809900,1672618584,1672708638,109,20,7944,D,C,122.11536286626986 29.9081121196694
848,440134000,1698225232,1698361919,120,20,12823,C,B,121.89581318351006 29.93222177093501
849,636016112,1683420442,1683529975,115,16,7410,A,B,121.9561103968495 29.95190766488247
850,538002666,1689321996,1689372846,170,25,20307,B,A,122.00190326744374 29.764757824193353
851,477961600,1693588321,1693661158,268,35,58430,B,A,121.86982971079169 29.93642695035784
852,232006324,1703410011,1703550560,289,45,180230,E,D,122.07685838333425 29.893054494052702
853,258689000,1676101858,1676245160,186,32,49999,C,B,121.74391419091693 29.98181953364116
854,240586000,1700443086,1700599213,289,45,171926,E,D,121.88299170323923 29.936601974988143
855,563158900,1691335707,1691404379,175,27,23517,B,A,122.06350371165705 29.891022988210633
856,413357420,1687326656,1687497233,185,32,45811,D,C,121.75109782011569 29.9804931127261
857,477173200,1691488431,1691703394,330,60,297183,D,C,121.9900784144446 29.92800063526856
858,416047000,1704750201,1704808947,191,28,21008,B,A,121.92151130212007 29.93412576257949
859,352002954,1695196905,1696727768,330,60,281396,D,C,121.97053870035003 29.948500300623
860,370252000,1686884187,1687074437,333,60,313998,D,C,121.8177632951752 29.95400256789684
861,416047000,1674904906,1674946814,191,28,21008,B,A,121.93228463787132 29.940084640162464
862,636093172,1686971489,1687062910,368,48,145528,B,A,121.83278587017914 29.947227829201804
863,636022174,1700725221,1700763282,172,27,22750,B,A,121.86256874954715 29.938672571655324
864,636092156,1687788701,1687852305,254,43,115340,E,D,121.88299170323923 29.936601974988143
865,311000255,1692686434,1692843316,225,36,54336,A,C,121.78323817164318 29.97243550629892
866,414700000,1683037229,1683076244,255,37,66904,B,A,122.02459458045499 29.78192432924778
867,219028425,1685677952,1685847011,183,32,45916,C,C,121.75109782011569 29.9804931127261
868,370121000,1681816897,1681915226,400,59,199692,B,A,122.02107120092448 29.778912029292396
869,636021005,1705971311,1706058668,222,30,39276,B,A,121.83825180579714 29.945235140108068
870,636093174,1704028114,1704089285,366,48,145149,B,A,121.83278587017914 29.947227829201804
871,538006211,1703989049,1704164744,99,17,4753,A,B,121.89868694105951 29.931472410600644
872,416341000,1684350059,1684376323,165,27,15511,B,A,122.04040625503215 29.89264034445189
873,351280000,1682489253,1682574430,126,20,12526,C,B,121.78323817164318 29.97243550629892
874,412474590,1702863036,1702946616,110,18,4378,A,B,121.8960833011353 29.93290032975045
875,636020068,1704945993,1705118200,182,32,45557,C,B,121.74391419091693 29.98181953364116
876,636019878,1704004861,1704094585,299,46,93025,A,C,122.09094289999453 29.897187190163223
877,215281000,1698198147,1698372075,333,60,318918,D,C,121.99610422984635 29.92340472293356
878,636012244,1704683428,1704938378,183,32,46764,C,B,121.75109782011569 29.9804931127261
879,477067900,1675848601,1675900753,335,43,101279,B,A,122.00991809253446 29.771098138093954
880,441983000,1685317806,1685429830,103,16,4998,C,B,121.97812002297549 29.939168019254215
881,477266100,1676603564,1676682099,93,15,3992,C,B,121.75102788409284 29.976417555460966
882,431812000,1679884451,1679985391,292,45,181415,E,D,122.07685838333425 29.893054494052702
883,374670000,1682229948,1682383910,182,32,44999,D,B,121.74391419091693 29.98181953364116
884,440550000,1686926438,1686974969,148,23,12664,B,A,121.84116957510483 29.944137794036124
885,413138000,1673157727,1673241451,263,32,52160,B,A,122.00190326744374 29.764757824193353
886,370411000,1691376827,1691460501,146,24,19998,C,B,121.9561103968495 29.95190766488247
887,371633000,1704387509,1704431868,293,40,72370,B,A,121.86014084053872 29.939446239013918
888,440146000,1701938633,1702022109,100,18,4867,A,B,121.89868694105951 29.931472410600644
889,248247000,1693414920,1693474564,300,40,89177,B,A,122.00991809253446 29.771098138093954
890,371141000,1682108255,1682134316,172,27,22053,B,A,122.00491060230848 29.76673611935694
891,374204000,1705291619,1705375525,98,16,3805,A,B,121.89868694105951 29.931472410600644
892,566712000,1683876504,1683958570,96,16,3147,A,B,121.89906923112821 29.93256276320894
893,477191800,1674362862,1674623422,333,60,311054,D,C,121.8177632951752 29.95400256789684
894,567571000,1692053959,1692118069,172,27,20026,B,A,122.00491060230848 29.76673611935694
895,566118000,1674972776,1675030299,180,28,25944,B,A,121.83278587017914 29.947227829201804
896,566013000,1690275920,1690442396,224,36,54505,A,C,121.97377818306916 29.945100713933336
897,370188000,1672807598,1672878547,349,46,110038,B,A,122.00991809253446 29.771098138093954
898,477103600,1689915193,1690010658,110,20,7995,D,C,122.11536286626986 29.9081121196694
899,220477000,1674110310,1674276854,399,56,174239,B,A,122.0464197431265 29.8909733510863
900,477129700,1689408983,1689560371,226,36,54747,A,C,121.97377818306916 29.945100713933336
901,636017533,1678233823,1678342967,229,38,93217,E,D,122.07685838333425 29.893054494052702
902,440375000,1689491252,1689532468,148,23,12631,B,A,121.93228463787132 29.940084640162464
903,354526000,1683880779,1684011353,292,45,178342,E,D,121.88299170323923 29.936601974988143
